Diseases & Risk Factors,Indicator Name,Cancer Type,Year,Country Name,Region,Gender,Area,Numeric,Lower Confidence Limit,Upper Confidence Limit,Comment
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2003,India,South-East Asia Region,Females,,4,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2004,India,South-East Asia Region,Total,,10,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2004,India,South-East Asia Region,Males,,16,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2004,India,South-East Asia Region,Females,,4,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2005,India,South-East Asia Region,Total,,10,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2005,India,South-East Asia Region,Males,,16,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2005,India,South-East Asia Region,Females,,4,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2006,India,South-East Asia Region,Total,,10,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2006,India,South-East Asia Region,Males,,16,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2006,India,South-East Asia Region,Females,,4,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2007,India,South-East Asia Region,Total,,11,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2007,India,South-East Asia Region,Males,,17,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2007,India,South-East Asia Region,Females,,4,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2008,India,South-East Asia Region,Total,,11,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2008,India,South-East Asia Region,Males,,18,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2008,India,South-East Asia Region,Females,,4,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2009,India,South-East Asia Region,Total,,11,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2009,India,South-East Asia Region,Males,,17,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2009,India,South-East Asia Region,Females,,4,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2010,India,South-East Asia Region,Total,,11,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2010,India,South-East Asia Region,Males,,18,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2010,India,South-East Asia Region,Females,,4,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2011,India,South-East Asia Region,Total,,11,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2011,India,South-East Asia Region,Males,,18,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2011,India,South-East Asia Region,Females,,4,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2012,India,South-East Asia Region,Total,,11,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2012,India,South-East Asia Region,Males,,18,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2012,India,South-East Asia Region,Females,,4,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2013,India,South-East Asia Region,Total,,11,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2013,India,South-East Asia Region,Males,,18,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2013,India,South-East Asia Region,Females,,4,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2014,India,South-East Asia Region,Total,,11,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2014,India,South-East Asia Region,Males,,18,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2014,India,South-East Asia Region,Females,,4,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2015,India,South-East Asia Region,Total,,10,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2015,India,South-East Asia Region,Males,,17,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2015,India,South-East Asia Region,Females,,4,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2016,India,South-East Asia Region,Total,,10,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2016,India,South-East Asia Region,Males,,17,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2016,India,South-East Asia Region,Females,,4,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2017,India,South-East Asia Region,Total,,10,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2017,India,South-East Asia Region,Males,,16,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2017,India,South-East Asia Region,Females,,4,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2018,India,South-East Asia Region,Total,,10,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2018,India,South-East Asia Region,Males,,16,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2018,India,South-East Asia Region,Females,,4,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2019,India,South-East Asia Region,Total,,10,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2019,India,South-East Asia Region,Males,,16,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2019,India,South-East Asia Region,Females,,4,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Harmful Alcohol Use,Total alcohol per capita consumption,,2000,India,South-East Asia Region,Total,,1.97,0.57,3.61,
Harmful Alcohol Use,Total alcohol per capita consumption,,2000,India,South-East Asia Region,Males,,3.27,0.94,5.97,
Harmful Alcohol Use,Total alcohol per capita consumption,,2000,India,South-East Asia Region,Females,,0.6,0.17,1.11,
Harmful Alcohol Use,Total alcohol per capita consumption,,2005,India,South-East Asia Region,Total,,2.39,0.84,4.15,
Harmful Alcohol Use,Total alcohol per capita consumption,,2005,India,South-East Asia Region,Males,,3.95,1.4,6.86,
Harmful Alcohol Use,Total alcohol per capita consumption,,2005,India,South-East Asia Region,Females,,0.73,0.26,1.29,
Harmful Alcohol Use,Total alcohol per capita consumption,,2010,India,South-East Asia Region,Total,,4.62,2.35,6.91,
Harmful Alcohol Use,Total alcohol per capita consumption,,2010,India,South-East Asia Region,Males,,7.59,3.89,11.37,
Harmful Alcohol Use,Total alcohol per capita consumption,,2010,India,South-East Asia Region,Females,,1.47,0.74,2.25,
Harmful Alcohol Use,Total alcohol per capita consumption,,2015,India,South-East Asia Region,Total,,4.96,2.5,7.34,
Harmful Alcohol Use,Total alcohol per capita consumption,,2015,India,South-East Asia Region,Males,,8.16,4.1,12.08,
Harmful Alcohol Use,Total alcohol per capita consumption,,2015,India,South-East Asia Region,Females,,1.58,0.78,2.37,
Harmful Alcohol Use,Total alcohol per capita consumption,,2019,India,South-East Asia Region,Total,,4.92,2.6,7.41,
Harmful Alcohol Use,Total alcohol per capita consumption,,2019,India,South-East Asia Region,Males,,8.1,4.28,12.18,
Harmful Alcohol Use,Total alcohol per capita consumption,,2019,India,South-East Asia Region,Females,,1.56,0.81,2.39,
Harmful Alcohol Use,"Heavy episodic drinking, adults aged 15+",,2010,India,South-East Asia Region,Total,,16.9,15.1,18.8,
Harmful Alcohol Use,"Heavy episodic drinking, adults aged 15+",,2016,India,South-East Asia Region,Total,,17,15.1,18.9,
Harmful Alcohol Use,"Heavy episodic drinking, adults aged 15+",,2016,India,South-East Asia Region,Males,,27.8,24.9,30.5,
Harmful Alcohol Use,"Heavy episodic drinking, adults aged 15+",,2016,India,South-East Asia Region,Females,,5.4,4.5,6.5,
Harmful Alcohol Use,Has an operational alcohol policy,,2023,India,South-East Asia Region,,,Yes,,,
Harmful Alcohol Use,Has national target on alcohol,,2023,India,South-East Asia Region,,,Yes,,,
Harmful Alcohol Use,Restrictions on physical availability,,2023,India,South-East Asia Region,,,Partially achieved,,,
Harmful Alcohol Use,Advertising bans or comprehensive restrictions,,2023,India,South-East Asia Region,,,No response,,,
Harmful Alcohol Use,Increased excise taxes,,2023,India,South-East Asia Region,,,No response,,,
Harmful Alcohol Use,"Conducted recent, national survey covering harmful use of alcohol",,2023,India,South-East Asia Region,,,Yes,,,
Harmful Alcohol Use,Has management guidelines for alcohol use disorders,,2023,India,South-East Asia Region,,,Yes,,,
Cancer,Percentage of cancer deaths and incidence,,2019,India,South-East Asia Region,Total,,no data,,,
Cancer,Percentage of cancer deaths and incidence,,2019,India,South-East Asia Region,Males,,no data,,,
Cancer,Percentage of cancer deaths and incidence,,2019,India,South-East Asia Region,Females,,no data,,,
Cancer,Total cancer deaths,All cancers,2000,India,South-East Asia Region,Total,,455719.5874,no data,no data,
Cancer,Total cancer deaths,All cancers,2000,India,South-East Asia Region,Males,,233852.2554,no data,no data,
Cancer,Total cancer deaths,All cancers,2000,India,South-East Asia Region,Females,,221867.332,no data,no data,
Cancer,Total cancer deaths,All cancers,2001,India,South-East Asia Region,Total,,464546.3225,no data,no data,
Cancer,Total cancer deaths,All cancers,2001,India,South-East Asia Region,Males,,240176.0994,no data,no data,
Cancer,Total cancer deaths,All cancers,2001,India,South-East Asia Region,Females,,224370.2231,no data,no data,
Cancer,Total cancer deaths,All cancers,2002,India,South-East Asia Region,Total,,472079.4548,no data,no data,
Cancer,Total cancer deaths,All cancers,2002,India,South-East Asia Region,Males,,243620.3765,no data,no data,
Cancer,Total cancer deaths,All cancers,2002,India,South-East Asia Region,Females,,228459.0784,no data,no data,
Cancer,Total cancer deaths,All cancers,2003,India,South-East Asia Region,Total,,480775.1207,no data,no data,
Cancer,Total cancer deaths,All cancers,2003,India,South-East Asia Region,Males,,249973.2029,no data,no data,
Cancer,Total cancer deaths,All cancers,2003,India,South-East Asia Region,Females,,230801.9178,no data,no data,
Cancer,Total cancer deaths,All cancers,2004,India,South-East Asia Region,Total,,484674.7792,no data,no data,
Cancer,Total cancer deaths,All cancers,2004,India,South-East Asia Region,Males,,254543.5996,no data,no data,
Cancer,Total cancer deaths,All cancers,2004,India,South-East Asia Region,Females,,230131.1796,no data,no data,
Cancer,Total cancer deaths,All cancers,2005,India,South-East Asia Region,Total,,496455.6213,no data,no data,
Cancer,Total cancer deaths,All cancers,2005,India,South-East Asia Region,Males,,260117.7808,no data,no data,
Cancer,Total cancer deaths,All cancers,2005,India,South-East Asia Region,Females,,236337.8406,no data,no data,
Cancer,Total cancer deaths,All cancers,2006,India,South-East Asia Region,Total,,508514.1837,no data,no data,
